id,team_id,position,school,country,start_year,draft number,name,team,PLAYER_AGE
1630587,1610612765,F,Michigan,USA,2021,42.0,Isaiah Livers,Detroit Pistons,25.0
1641753,1610612749,F,Kentucky,USA,2023,58.0,Chris Livingston,Milwaukee Bucks,20.0
1631254,1610612763,F,Louisiana Tech,USA,2022,0.0,Kenneth Lofton Jr.,Memphis Grizzlies,21.0
1626172,1610612744,F,UCLA,USA,2015,30.0,Kevon Looney,Golden State Warriors,27.0
201572,1610612749,C,Stanford,USA,2008,10.0,Brook Lopez,Milwaukee Bucks,35.0
201577,1610612749,C,Stanford,USA,2008,15.0,Robin Lopez,Milwaukee Bucks,35.0
201567,1610612748,F-C,UCLA,USA,2008,5.0,Kevin Love,Miami Heat,35.0
200768,1610612748,G,Villanova,USA,2006,24.0,Kyle Lowry,Miami Heat,37.0
1641754,1610612737,G-F,Penn State,USA,2023,46.0,Seth Lundy,Atlanta Hawks,
1626168,1610612758,F,Kentucky,Canada,2015,12.0,Trey Lyles,Sacramento Kings,27.0
1630177,1610612766,G,Asvel,France,2020,34.0,Theo Maledon,Charlotte Hornets,22.0
1630572,1610612759,F-C,Seton Hall,Georgia,2021,54.0,Sandro Mamukelashvili,San Antonio Spurs,24.0
1629611,1610612746,G-F,Florida State,USA,2019,48.0,Terance Mann,LA Clippers,27.0
1630544,1610612760,G,Florida,USA,2021,18.0,Tre Mann,Oklahoma City Thunder,22.0
1626246,1610612745,C,Crvena zvezda,Serbia,2015,0.0,Boban Marjanovic,Houston Rockets,35.0
1628374,1610612762,F-C,Arizona,Finland,2017,7.0,Lauri Markkanen,Utah Jazz,26.0
1630230,1610612740,F,Xavier,USA,2020,0.0,Naji Marshall,New Orleans Pelicans,25.0
1628997,1610612748,F,Nevada,USA,2019,0.0,Caleb Martin,Miami Heat,28.0
1628998,1610612766,F,Nevada,USA,2019,36.0,Cody Martin,Charlotte Hornets,27.0
1630231,1610612755,F,IMG Academy (FL),USA,2020,52.0,KJ Martin,Philadelphia 76ers,22.0
1629726,1610612737,G,Lipscomb,USA,2019,0.0,Garrison Mathews,Atlanta Hawks,27.0
1631097,1610612754,G-F,Arizona,Canada,2022,6.0,Bennedict Mathurin,Indiana Pacers,21.0
202083,1610612737,G,Marquette,USA,2009,0.0,Wesley Matthews,Atlanta Hawks,37.0
1630178,1610612755,G,Kentucky,USA,2020,21.0,Tyrese Maxey,Philadelphia 76ers,23.0
1630219,1610612757,G,Louisiana State,USA,2020,50.0,Skylar Mays,Portland Trail Blazers,26.0
1630540,1610612752,G,West Virginia,USA,2021,36.0,Miles McBride,New York Knicks,23.0
203468,1610612740,G,Lehigh,USA,2013,10.0,CJ McCollum,New Orleans Pelicans,32.0
204456,1610612754,G,Arizona,USA,2015,0.0,T.J. McConnell,Indiana Pacers,31.0
1630183,1610612750,F,Washington,USA,2020,28.0,Jaden McDaniels,Minnesota Timberwolves,23.0
1629667,1610612761,F,San Diego State,USA,2019,52.0,Jalen McDaniels,Toronto Raptors,25.0
203926,1610612759,F,Creighton,USA,2014,11.0,Doug McDermott,San Antonio Spurs,31.0
201580,1610612758,C-F,Nevada,USA,2008,18.0,JaVale McGee,Sacramento Kings,35.0
1631121,1610612766,G,Nebraska,USA,2022,40.0,Bryce McGowens,Charlotte Hornets,21.0
1629162,1610612750,G,Southern California,USA,2019,0.0,Jordan McLaughlin,Minnesota Timberwolves,27.0
1629001,1610612755,G,Southern California,USA,2018,46.0,De'Anthony Melton,Philadelphia 76ers,25.0
1630241,1610612739,G,Utah State,USA,2020,60.0,Sam Merrill,Cleveland Cavaliers,27.0
1629002,1610612756,F-C,Southern California,USA,2018,49.0,Chimezie Metu,Phoenix Suns,26.0
203995,1610612760,G,Serbia,Serbia,2023,52.0,Vasilije Micic,Oklahoma City Thunder,29.0
203114,1610612749,F,Texas A&M,USA,2012,39.0,Khris Middleton,Milwaukee Bucks,32.0
1641706,1610612766,F,Alabama,USA,2023,2.0,Brandon Miller,Charlotte Hornets,20.0
1641757,1610612746,G,Miami,USA,2023,48.0,Jordan Miller,LA Clippers,23.0
1631159,1610612750,F,NBA G League Ignite,Canada,2023,33.0,Leonard Miller,Minnesota Timberwolves,19.0
201988,1610612737,G,St. Mary's,Australia,2009,55.0,Patty Mills,Atlanta Hawks,34.0
1629003,1610612750,G-F,Southern Methodist,USA,2018,54.0,Shake Milton,Minnesota Timberwolves,27.0
1631303,1610612757,F,Providence,USA,2022,0.0,Justin Minaya,Portland Trail Blazers,24.0
1631169,1610612750,F,Memphis,USA,2022,45.0,Josh Minott,Minnesota Timberwolves,20.0
1630558,1610612758,G,Baylor,USA,2021,9.0,Davion Mitchell,Sacramento Kings,25.0
1628378,1610612739,G,Louisville,USA,2017,13.0,Donovan Mitchell,Cleveland Cavaliers,27.0
1630596,1610612739,C,Southern California,USA,2021,3.0,Evan Mobley,Cleveland Cavaliers,22.0
1630600,1610612739,F,Southern California,USA,2022,49.0,Isaiah Mobley,Cleveland Cavaliers,24.0
1628370,1610612758,G,Kentucky,USA,2017,11.0,Malik Monk,Sacramento Kings,25.0
1630541,1610612744,G,Arkansas,USA,2021,14.0,Moses Moody,Golden State Warriors,21.0
1629875,1610612746,G,Morehead State,USA,2021,0.0,Xavier Moon,LA Clippers,28.0
1631111,1610612750,G,Duke,USA,2022,26.0,Wendell Moore Jr.,Minnesota Timberwolves,21.0
1629630,1610612763,G,Murray State,USA,2019,2.0,Ja Morant,Memphis Grizzlies,23.0
202693,1610612742,F,Kansas,USA,2011,13.0,Markieff Morris,Dallas Mavericks,34.0
1628420,1610612765,G,Iowa State,USA,2017,51.0,Monte Morris,Detroit Pistons,28.0
202694,1610612755,F,Kansas,USA,2011,14.0,Marcus Morris Sr.,Philadelphia 76ers,34.0
1630530,1610612740,F,Virginia,USA,2021,17.0,Trey Murphy III,New Orleans Pelicans,23.0
1627749,1610612737,G,Washington,USA,2016,29.0,Dejounte Murray,Atlanta Hawks,27.0
1627750,1610612743,G,Kentucky,Canada,2016,7.0,Jamal Murray,Denver Nuggets,26.0
1631099,1610612758,F,Iowa,USA,2022,4.0,Keegan Murray,Sacramento Kings,23.0
1631200,1610612757,F,Iowa,USA,2023,23.0,Kris Murray,Portland Trail Blazers,23.0
203488,1610612764,F-C,Bucknell,USA,2013,44.0,Mike Muscala,Washington Wizards,32.0
1629004,1610612738,G-F,Kansas,Ukraine,2018,47.0,Svi Mykhailiuk,Boston Celtics,26.0
1626204,1610612740,F-C,Wyoming,USA,2015,27.0,Larry Nance Jr.,New Orleans Pelicans,30.0
1629614,1610612754,G-F,Gonzaga,Canada,2022,31.0,Andrew Nembhard,Indiana Pacers,23.0
1630174,1610612754,G-F,Vanderbilt,USA,2020,14.0,Aaron Nesmith,Indiana Pacers,24.0
1627777,1610612739,F,Iowa State,USA,2016,50.0,Georges Niang,Cleveland Cavaliers,30.0
1630227,1610612750,G,NBA G League Ignite,USA,2021,0.0,Daishen Nix,Minnesota Timberwolves,21.0
1630192,1610612743,F-C,Arizona,USA,2020,22.0,Zeke Nnaji,Denver Nuggets,22.0
1641936,1610612737,F,California-Santa Barbara,USA,2023,0.0,Miles Norris,Atlanta Hawks,
1641806,1610612761,G,Kansas State,USA,2023,0.0,Markquis Nowell,Toronto Raptors,23.0
1628373,1610612766,G,Strasbourg IG,France,2017,8.0,Frank Ntilikina,Charlotte Hornets,24.0
203994,1610612756,C,Cedevita,Bosnia and Herzegovina,2014,16.0,Jusuf Nurkic,Phoenix Suns,29.0
1629670,1610612754,F,Louisville,USA,2020,45.0,Jordan Nwora,Indiana Pacers,25.0
1626220,1610612751,F,Baylor,USA,2017,0.0,Royce O'Neale,Brooklyn Nets,30.0
1629643,1610612753,F,Auburn,USA,2020,16.0,Chuma Okeke,Orlando Magic,25.0
1629006,1610612756,G,Georgia Tech,Nigeria,2018,20.0,Josh Okogie,Phoenix Suns,25.0
1630168,1610612737,F-C,Southern California,USA,2020,6.0,Onyeka Okongwu,Atlanta Hawks,22.0
1630171,1610612739,F-G,Auburn,USA,2020,5.0,Isaac Okoro,Cleveland Cavaliers,22.0
203506,1610612745,G,Indiana,USA,2013,2.0,Victor Oladipo,Houston Rockets,31.0
203482,1610612762,F-C,Gonzaga,Canada,2013,13.0,Kelly Olynyk,Utah Jazz,32.0
1630647,1610612764,F,Oregon,Nigeria,2021,0.0,Eugene Omoruyi,Washington Wizards,26.0
1626224,1610612759,F,Anadolu Efes,Turkey,2017,31.0,Cedi Osman,San Antonio Spurs,28.0
1626162,1610612755,F-G,Kansas,USA,2015,15.0,Kelly Oubre Jr.,Philadelphia 76ers,27.0
101108,1610612744,G,Wake Forest,USA,2005,4.0,Chris Paul,Golden State Warriors,38.0
1626166,1610612749,G,Murray State,USA,2015,14.0,Cameron Payne,Milwaukee Bucks,29.0
1627780,1610612744,G,Oregon State,USA,2016,0.0,Gary Payton II,Golden State Warriors,30.0
1630196,1610612758,C,Gonzaga,Serbia,2023,50.0,Filip Petrusev,Sacramento Kings,23.0
1641763,1610612741,F,Tennessee,USA,2023,35.0,Julian Phillips,Chicago Bulls,20.0
1629618,1610612743,G,Penn State,USA,2023,32.0,Jalen Pickett,Denver Nuggets,24.0
203486,1610612746,F-C,Duke,USA,2013,22.0,Mason Plumlee,LA Clippers,33.0
1641764,1610612744,G,Santa Clara,USA,2023,19.0,Brandin Podziemski,Golden State Warriors,20.0
1627751,1610612761,C,Utah,Austria,2016,9.0,Jakob Poeltl,Toronto Raptors,28.0
1630197,1610612760,F,Olympiacos,Serbia,2020,17.0,Aleksej Pokusevski,Oklahoma City Thunder,21.0
1629673,1610612764,G,Michigan,USA,2019,28.0,Jordan Poole,Washington Wizards,24.0
1641854,1610612739,G,Wichita State,USA,2023,0.0,Craig Porter,Cleveland Cavaliers,23.0
1629008,1610612743,F,Missouri,USA,2018,14.0,Michael Porter Jr.,Denver Nuggets,25.0
203490,1610612761,F,Georgetown,USA,2013,3.0,Otto Porter Jr.,Toronto Raptors,30.0
1626171,1610612749,F,Arkansas,USA,2015,22.0,Bobby Portis,Milwaukee Bucks,28.0
204001,1610612738,F-C,Cajasol Sevilla,Latvia,2015,4.0,Kristaps Porzingis,Boston Celtics,28.0
1630695,1610612762,C,Wisconsin,USA,2021,0.0,Micah Potter,Utah Jazz,25.0
203939,1610612742,F-C,Stanford,Canada,2014,45.0,Dwight Powell,Dallas Mavericks,32.0
1626181,1610612746,G,UCLA,USA,2015,46.0,Norman Powell,LA Clippers,30.0
1630563,1610612746,G,Alabama,Canada,2021,12.0,Joshua Primo,LA Clippers,20.0
1627752,1610612747,F,Baylor,USA,2016,12.0,Taurean Prince,Los Angeles Lakers,29.0
1630202,1610612738,G,Oregon,USA,2020,26.0,Payton Pritchard,Boston Celtics,25.0
1641765,1610612742,F,Marquette,Canada,2023,24.0,Olivier-Maxence Prosper,Dallas Mavericks,21.0
1630243,1610612753,G,New Mexico State,USA,2021,0.0,Trevelin Queen,Orlando Magic,26.0
1629674,1610612738,C,Utah State,Portugal,2021,39.0,Neemias Queta,Boston Celtics,24.0
1630193,1610612752,G,Kentucky,USA,2020,25.0,Immanuel Quickley,New York Knicks,24.0
1631311,1610612744,G,Memphis,USA,2022,0.0,Lester Quinones,Golden State Warriors,23.0
203944,1610612752,F-C,Kentucky,USA,2014,7.0,Julius Randle,New York Knicks,28.0
1641871,1610612757,C,Louisiana State,South Sudan,2023,0.0,Duop Reath,Portland Trail Blazers,27.0
1630559,1610612747,G,Oklahoma,USA,2021,0.0,Austin Reaves,Los Angeles Lakers,25.0
1629629,1610612747,F-G,Duke,USA,2019,10.0,Cam Reddish,Los Angeles Lakers,24.0
1630194,1610612755,F,DePaul,USA,2020,58.0,Paul Reed,Philadelphia 76ers,24.0
1629675,1610612750,C-F,Louisiana State,USA,2019,0.0,Naz Reid,Minnesota Timberwolves,24.0
1631197,1610612765,G,Seton Hall,USA,2022,0.0,Jared Rhoden,Detroit Pistons,24.0
1641811,1610612759,G,Texas,USA,2023,0.0,Sir'Jabari Rice,San Antonio Spurs,
1630208,1610612766,C,Kentucky,Jamaica,2020,42.0,Nick Richards,Charlotte Hornets,25.0
1626196,1610612748,G,Tennessee,USA,2015,40.0,Josh Richardson,Miami Heat,30.0
1629130,1610612748,F,Michigan,USA,2018,0.0,Duncan Robinson,Miami Heat,29.0
1629010,1610612744,G,Boston College,USA,2018,13.0,Jerome Robinson,Golden State Warriors,26.0
1629011,1610612752,C-F,Western Kentucky,USA,2018,36.0,Mitchell Robinson,New York Knicks,25.0
1631115,1610612748,C,Fresno State,USA,2022,0.0,Orlando Robinson,Miami Heat,23.0
1630526,1610612740,F,Villanova,USA,2021,32.0,Jeremiah Robinson-Earl,New Orleans Pelicans,23.0
1631223,1610612763,F,Colorado State,USA,2022,23.0,David Roddy,Memphis Grizzlies,22.0
1631157,1610612764,G,Toledo,USA,2022,44.0,Ryan Rollins,Washington Wizards,21.0
201565,1610612763,G,Memphis,USA,2008,1.0,Derrick Rose,Memphis Grizzlies,35.0
1626179,1610612766,G,Louisville,USA,2015,16.0,Terry Rozier,Charlotte Hornets,29.0
201937,1610612739,G,FC Barcelona,Spain,2011,5.0,Ricky Rubio,Cleveland Cavaliers,32.0
1641712,1610612757,G-F,New Zealand Breakers,France,2023,43.0,Rayan Rupert,Portland Trail Blazers,19.0
1626156,1610612747,G,Ohio State,USA,2015,2.0,D'Angelo Russell,Los Angeles Lakers,27.0
1630346,1610612740,F,Tennessee-Chattanooga,USA,2021,0.0,Matt Ryan,New Orleans Pelicans,26.0
1627734,1610612758,F-C,Gonzaga,Lithuania,2016,11.0,Domantas Sabonis,Sacramento Kings,27.0
1629677,1610612762,F,Union Olimpija,Croatia,2019,19.0,Luka Samanic,Utah Jazz,23.0
1631257,1610612745,F,Villanova,USA,2023,0.0,Jermaine Samuels Jr.,Houston Rockets,25.0
1641766,1610612741,F,Connecticut,Mali,2023,0.0,Adama Sanogo,Chicago Bulls,
1630611,1610612744,F,                                   ,Brazil,2023,55.0,Gui Santos,Golden State Warriors,21.0
203967,1610612744,F-C,Anadolu Efes,Croatia,2016,12.0,Dario Saric,Golden State Warriors,29.0
1630846,1610612760,C,Kentucky,France,2021,0.0,Olivier Sarr,Oklahoma City Thunder,24.0
1631204,1610612765,G,Houston,USA,2023,25.0,Marcus Sasser,Detroit Pistons,23.0
1629678,1610612753,F,Tennessee,United Kingdom,2019,42.0,Admiral Schofield,Orlando Magic,26.0
203471,1610612761,G,Braunschweig,Germany,2013,17.0,Dennis Schroder,Toronto Raptors,30.0
1631220,1610612740,G,North Carolina State,USA,2022,0.0,Dereon Seabron,New Orleans Pelicans,23.0
1630578,1610612745,C,Besiktas,Turkey,2021,16.0,Alperen Sengun,Houston Rockets,21.0
1641729,1610612762,F,Ohio State,USA,2023,28.0,Brice Sensabaugh,Utah Jazz,20.0
1629012,1610612762,G,Alabama,USA,2018,8.0,Collin Sexton,Utah Jazz,24.0
1629013,1610612764,G,Wichita State,USA,2018,26.0,Landry Shamet,Washington Wizards,26.0
1630549,1610612751,C,North Carolina,USA,2021,29.0,Day'Ron Sharpe,Brooklyn Nets,22.0
1631101,1610612757,G,Kentucky,Canada,2022,7.0,Shaedon Sharpe,Portland Trail Blazers,20.0
1641767,1610612754,G,Belmont,USA,2023,26.0,Ben Sheppard,Indiana Pacers,22.0
1627783,1610612761,F,New Mexico State,Cameroon,2016,27.0,Pascal Siakam,Toronto Raptors,29.0
1627732,1610612751,G-F,Louisiana State,Australia,2016,1.0,Ben Simmons,Brooklyn Nets,27.0
1629014,1610612757,G,Edgewater HS (FL),USA,2018,24.0,Anfernee Simons,Portland Trail Blazers,24.0
1630579,1610612752,C,Texas,USA,2021,58.0,Jericho Sims,New York Knicks,25.0
1641771,1610612758,F,Furman,USA,2023,54.0,Jalen Slawson,Sacramento Kings,24.0
1630606,1610612755,G,Louisiana State,USA,2021,0.0,Javonte Smart,Philadelphia 76ers,23.0
203935,1610612763,G,Oklahoma State,USA,2014,6.0,Marcus Smart,Memphis Grizzlies,29.0
1630696,1610612748,G,Missouri,USA,2022,0.0,Dru Smith,Miami Heat,25.0
202397,1610612766,G,Wake Forest,USA,2010,0.0,Ish Smith,Charlotte Hornets,35.0
1630188,1610612754,F-C,Maryland,USA,2020,10.0,Jalen Smith,Indiana Pacers,23.0
1631173,1610612755,G,North Carolina State,USA,2023,0.0,Terquavion Smith,Philadelphia 76ers,
1628372,1610612751,G,North Carolina State,USA,2017,9.0,Dennis Smith Jr.,Brooklyn Nets,25.0
1631095,1610612745,F,Auburn,USA,2022,3.0,Jabari Smith Jr.,Houston Rockets,20.0
1641733,1610612766,G,Arkansas,USA,2023,27.0,Nick Smith Jr.,Charlotte Hornets,19.0
1631110,1610612759,F,Baylor,Poland,2022,9.0,Jeremy Sochan,San Antonio Spurs,20.0
1630531,1610612755,G,Tennessee,USA,2021,28.0,Jaden Springer,Philadelphia 76ers,21.0
1630205,1610612738,F,Penn State,USA,2020,0.0,Lamar Stevens,Boston Celtics,26.0
1630191,1610612765,F-C,Washington,USA,2020,16.0,Isaiah Stewart,Detroit Pistons,22.0
1631124,1610612743,G,Gonzaga,USA,2023,29.0,Julian Strawther,Denver Nuggets,21.0
1629622,1610612739,G-F,DePaul,USA,2019,0.0,Max Strus,Cleveland Cavaliers,27.0
1630591,1610612753,G,Gonzaga,USA,2021,5.0,Jalen Suggs,Orlando Magic,22.0
1631306,1610612748,F,Syracuse,USA,2022,0.0,Cole Swider,Miami Heat,24.0
1630256,1610612745,F,Ohio State,USA,2020,0.0,Jae'Sean Tate,Houston Rockets,28.0
1628369,1610612738,F-G,Duke,USA,2017,3.0,Jayson Tatum,Boston Celtics,25.0
1630678,1610612741,F,Austin Peay,USA,2021,0.0,Terry Taylor,Chicago Bulls,24.0
202066,1610612761,G-F,Louisiana State,USA,2009,0.0,Garrett Temple,Toronto Raptors,37.0
1631207,1610612741,F,Arizona,USA,2022,18.0,Dalen Terry,Chicago Bulls,21.0
1628464,1610612746,F-C,Brose Bamberg,Germany,2017,0.0,Daniel Theis,LA Clippers,31.0
1630560,1610612751,G,Louisiana State,Japan,2021,27.0,Cam Thomas,Brooklyn Nets,22.0
1641708,1610612745,G-F,Overtime Elite,USA,2023,4.0,Amen Thompson,Houston Rockets,20.0
1641709,1610612765,G-F,Overtime Elite,USA,2023,5.0,Ausar Thompson,Detroit Pistons,20.0
202691,1610612744,G,Washington State,USA,2011,11.0,Klay Thompson,Golden State Warriors,33.0
202684,1610612739,C-F,Texas-Austin,Canada,2011,4.0,Tristan Thompson,Cleveland Cavaliers,32.0
1630550,1610612766,F,Auburn,USA,2021,37.0,JT Thor,Charlotte Hornets,21.0
1629680,1610612757,G-F,Washington,USA,2019,20.0,Matisse Thybulle,Portland Trail Blazers,26.0
1630214,1610612763,F,Michigan State,USA,2020,35.0,Xavier Tillman,Memphis Grizzlies,24.0
1631210,1610612752,F,Kentucky,USA,2023,0.0,Jacob Toppin,New York Knicks,
1630167,1610612754,F,Dayton,USA,2020,8.0,Obi Toppin,Indiana Pacers,25.0
1626157,1610612750,C-F,Kentucky,USA,2015,1.0,Karl-Anthony Towns,Minnesota Timberwolves,28.0
1629018,1610612761,G,Duke,USA,2018,37.0,Gary Trent Jr.,Toronto Raptors,24.0
1631131,1610612754,F-C,Kentucky,DRC,2023,0.0,Oscar Tshiebwe,Indiana Pacers,
200782,1610612746,F,Texas,USA,2006,35.0,P.J. Tucker,LA Clippers,38.0
1626167,1610612754,C-F,Texas,USA,2015,11.0,Myles Turner,Indiana Pacers,27.0
1641816,1610612743,F,Clemson,USA,2023,37.0,Hunter Tyson,Denver Nuggets,23.0
1630649,1610612765,G,Arkansas,USA,2022,0.0,Stanley Umude,Detroit Pistons,24.0
202685,1610612740,C,Lietuvos rytas Vilnius,Lithuania,2012,5.0,Jonas Valanciunas,New Orleans Pelicans,31.0
1627832,1610612745,G,Wichita State,USA,2016,0.0,Fred VanVleet,Houston Rockets,29.0
1629020,1610612747,F,Kentucky,USA,2018,41.0,Jarred Vanderbilt,Los Angeles Lakers,24.0
1630170,1610612759,G-F,Florida State,USA,2020,11.0,Devin Vassell,San Antonio Spurs,23.0
1628426,1610612758,F,"Barcelona, Spain",Bulgaria,2023,57.0,Sasha Vezenkov,Sacramento Kings,28.0
1629216,1610612747,G,California-Santa Barbara,USA,2019,0.0,Gabe Vincent,Los Angeles Lakers,27.0
202696,1610612741,C,Southern California,Montenegro,2011,16.0,Nikola Vucevic,Chicago Bulls,33.0
1629731,1610612739,F-C,Kansas State,USA,2019,0.0,Dean Wade,Cleveland Cavaliers,27.0
1630532,1610612753,F,Michigan,Germany,2021,8.0,Franz Wagner,Orlando Magic,22.0
1629021,1610612753,F-C,Michigan,Germany,2018,25.0,Moritz Wagner,Orlando Magic,26.0
1630688,1610612757,F,Baylor,USA,2021,0.0,Ish Wainright,Portland Trail Blazers,29.0
1631133,1610612757,F,Colorado,USA,2022,57.0,Jabari Walker,Portland Trail Blazers,21.0
1641716,1610612754,F,Houston,USA,2023,8.0,Jarace Walker,Indiana Pacers,20.0
1629022,1610612751,G-F,Miami,USA,2018,18.0,Lonnie Walker IV,Brooklyn Nets,24.0
1641717,1610612760,G,Kentucky,USA,2023,10.0,Cason Wallace,Oklahoma City Thunder,20.0
1641775,1610612738,G,Arkansas,USA,2023,38.0,Jordan Walsh,Boston Celtics,
1629023,1610612766,F,Kentucky,USA,2019,12.0,P.J. Washington,Charlotte Hornets,25.0
1630613,1610612752,G,Ohio State,Germany,2021,0.0,Duane Washington Jr.,New York Knicks,23.0
1631102,1610612749,G,Kentucky,USA,2022,29.0,TyTy Washington Jr.,Milwaukee Bucks,22.0
1629139,1610612756,G-F,George Washington,Japan,2018,0.0,Yuta Watanabe,Phoenix Suns,29.0
1630322,1610612760,F,Oklahoma State,USA,2021,0.0,Lindy Waters III,Oklahoma City Thunder,26.0
1630570,1610612751,F,Louisiana State,USA,2021,0.0,Trendon Watford,Brooklyn Nets,23.0
1631212,1610612743,G,UCLA,USA,2022,30.0,Peyton Watson,Denver Nuggets,21.0
1641705,1610612759,F-C,Metropolitans 92,France,2023,1.0,Victor Wembanyama,San Antonio Spurs,19.0
1631104,1610612759,G,Notre Dame,USA,2022,25.0,Blake Wesley,San Antonio Spurs,20.0
201566,1610612746,G,UCLA,USA,2008,4.0,Russell Westbrook,LA Clippers,35.0
1629632,1610612741,G,North Carolina,USA,2019,7.0,Coby White,Chicago Bulls,23.0
1628401,1610612738,G,Colorado,USA,2017,29.0,Derrick White,Boston Celtics,29.0
1641727,1610612751,F,Duke,USA,2023,22.0,Dariq Whitehead,Brooklyn Nets,
1641715,1610612745,F,Villanova,USA,2023,20.0,Cam Whitmore,Houston Rockets,19.0
1630598,1610612760,G,Maryland,USA,2021,55.0,Aaron Wiggins,Oklahoma City Thunder,24.0
203952,1610612744,F,Kansas,Canada,2014,1.0,Andrew Wiggins,Golden State Warriors,28.0
1629623,1610612749,G,Iowa State,Canada,2021,0.0,Lindell Wigginton,Milwaukee Bucks,25.0
1629684,1610612742,F,Tennessee,USA,2019,22.0,Grant Williams,Dallas Mavericks,24.0
1631114,1610612760,G-F,Santa Clara,USA,2022,12.0,Jalen Williams,Oklahoma City Thunder,22.0
1631119,1610612760,F,Arkansas,USA,2022,34.0,Jaylin Williams,Oklahoma City Thunder,21.0
1629026,1610612760,G-F,TCU,USA,2018,0.0,Kenrich Williams,Oklahoma City Thunder,28.0
1631109,1610612766,C,Duke,USA,2022,15.0,Mark Williams,Charlotte Hornets,21.0
1631466,1610612745,G,Buffalo,USA,2022,0.0,Nate Williams,Houston Rockets,24.0
1630172,1610612741,F,Florida State,USA,2020,4.0,Patrick Williams,Chicago Bulls,22.0
1630533,1610612763,F,Stanford,USA,2021,10.0,Ziaire Williams,Memphis Grizzlies,22.0
1629057,1610612757,C-F,Texas A&M,USA,2018,27.0,Robert Williams III,Portland Trail Blazers,26.0
1631246,1610612763,G,Virginia Commonwealth,USA,2022,47.0,Vince Williams Jr.,Memphis Grizzlies,23.0
1629627,1610612740,F,Duke,USA,2019,1.0,Zion Williamson,New Orleans Pelicans,23.0
1630592,1610612751,F,Kansas,USA,2023,51.0,Jalen Wilson,Brooklyn Nets,23.0
1629685,1610612752,G-F,Belmont,USA,2019,26.0,Dylan Windler,New York Knicks,27.0
1630164,1610612765,C,Memphis,USA,2020,2.0,James Wiseman,Detroit Pistons,22.0
1631209,1610612754,G,Miami,USA,2023,55.0,Isaiah Wong,Indiana Pacers,
1626174,1610612747,F,UNLV,USA,2015,0.0,Christian Wood,Los Angeles Lakers,28.0
1626153,1610612764,G,Utah,USA,2015,20.0,Delon Wright,Washington Wizards,31.0
201152,1610612761,F,Georgia Tech,USA,2007,12.0,Thaddeus Young,Toronto Raptors,35.0
1629027,1610612737,G,Oklahoma,USA,2018,5.0,Trae Young,Atlanta Hawks,25.0
1630209,1610612762,C,Georgetown,Turkey,2020,0.0,Omer Yurtseven,Utah Jazz,25.0
203469,1610612740,F-C,Indiana,USA,2013,4.0,Cody Zeller,New Orleans Pelicans,31.0
1627826,1610612746,C,Mega Basket,Croatia,2016,32.0,Ivica Zubac,LA Clippers,26.0
